patric_id,530F,530M,77F,77M,78F,78M,MG1655F,MG1655F,feature.gene_id,feature.product
fig|511145.12.peg.2448,0,0,6.04584,12.9799,13.2181,10.6761,10.8625,0,946825,Tail fiber assembly protein
fig|511145.12.peg.2455,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.2456,0,0,0,2.14468,11.1158,2.29924,7.6463,0,945565,Uncharacterized protein YfdP
fig|511145.12.peg.2451,0,0,0,0,0,0,0,0,0,Phage DNA N-6-adenine methyltransferase
fig|511145.12.peg.2452,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.2453,0,0,0,0,0,0,0,0,946419,Uncharacterized protein YfdN
fig|511145.12.peg.2454,0,0,0,0,0,4.61094,0,0,947403,Phage DNA replication protein O
fig|511145.12.peg.2470,3.25638,2.7119,1.3038,4.27079,3.30848,0.696406,0,0,949110,Uncharacterized transporter YfdV
fig|511145.12.peg.2474,122.416,264.044,17.1787,14.2604,116.693,82.9615,21.3507,0,948842,Uncharacterized protein YfdY
fig|511145.12.peg.2476,0,0,0,0,0,0,0,0,7751622,hypothetical protein
fig|511145.12.peg.2485,0,0,0,0,0,0,0,0,949087,"PTS system, fructose-like IIB component FryB"
fig|511145.12.peg.2483,2.39112,0.662638,0,0.435919,1.66333,0,4.0031,0,946853,"Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)"
fig|511145.12.peg.2498,0,0,0,0,0,0,0,0,0,XapX-like protein
fig|511145.12.peg.2500,0,0,1.27808,0.738031,1.57168,2.06111,0,0,946878,Xanthosine phosphorylase (EC 2.4.2.1)
fig|511145.12.peg.2504,0,22.5578,0,0,9.38873,15.0547,0,0,1450285,Uncharacterized protein YpeB
fig|511145.12.peg.2515,0,0,22.1553,47.4124,36.4093,166.653,0,0,0,Possibly bogus hypothetical protein in a repeated sequence element
fig|511145.12.peg.2529,108.476,80.8604,43.504,12.4009,169.308,24.9866,29.1474,0,946917,Acetyltransferase YpeA
fig|511145.12.peg.2538,0,0,0,0,0,0,0,0,946921,hypothetical protein
fig|511145.12.peg.2544,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.2550,0,4.47815,0,0,4.75561,0,0,0,946945,Ethanolamine utilization polyhedral-body-like protein EutN
fig|511145.12.peg.2556,0,0,0,0,0,11.5539,0,0,946936,Ethanolamine utilization polyhedral-body-like protein EutS
fig|511145.12.peg.2548,0.64666,0.677224,0.938255,1.11059,0,0,0.668086,0,947588,Ethanolamine utilization protein EutJ
fig|511145.12.peg.2545,1.60907,1.13478,0,1.73003,0.966142,2.53809,1.00743,0,946937,Ethanolamine utilization protein EutA
fig|511145.12.peg.2546,5.10214,2.98171,3.75736,3.31912,1.25666,0.534421,1.37838,0,944979,Ethanolamine permease
fig|511145.12.peg.2555,4.96996,7.31842,0,1.34643,0,4.3531,3.19037,0,946933,Ethanolamine utilization protein EutP
fig|511145.12.peg.2595,184.813,103.979,62.264,31.3896,207.377,117.317,32.8716,0,0,hypothetical protein
fig|511145.12.peg.2601,0,0,0,0,0,0,60.2171,0,0,Putative uncharacterized protein YoeF
fig|511145.12.peg.2621,0,0,0,0,94.9253,139.358,54.1662,0,0,hypothetical protein
fig|511145.12.peg.2628,159.299,0,127.964,61.7168,111.088,83.3146,131.089,0,0,hypothetical protein
fig|511145.12.peg.2647,3.95279,7.48351,3.50661,2.03266,4.86422,1.05962,7.46885,0,949063,"Predicted sugar ABC transport system, permease protein YphD"
fig|511145.12.peg.2652,0,0,0,0,0,0,0,0,0,Possibly bogus hypothetical protein in a repeated sequence element
fig|511145.12.peg.2691,304.007,42.3337,147.764,36.4147,0,133.92,153.037,0,0,hypothetical protein
fig|511145.12.peg.2728,0,0,3.78366,1.07045,1.32484,2.21293,4.85376,0,947309,"Uncharacterized transcriptional regulator YfjR, DeoR family"
fig|511145.12.peg.2729,0,0,0,0,0,0,0,0,2847710,hypothetical protein
fig|511145.12.peg.2734,0,0,0,0,0,0,0,0,0,Arsenite/antimonite:H+ antiporter ArsB
fig|511145.12.peg.2735,0,0,0,0,0,0,0,0,0,Arsenite/antimonite:H+ antiporter ArsB
fig|511145.12.peg.2737,0,0,92.0725,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.2740,0,0,0,0,0,0,0,0,1450287,hypothetical protein
fig|511145.12.peg.2744,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.2747,0,0,6.21577,3.39098,0,0,0,0,0,Uncharacterized UPF0750 membrane protein YpjC
fig|511145.12.peg.2748,0,0,0.74222,0,0.570714,0.837814,0.512128,0,0,"Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase) (GLYCOGENASE)"
fig|511145.12.peg.2750,0,3.43236,0,3.14249,0,3.64299,0,0,2847762,"Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase) (GLYCOGENASE)"
fig|511145.12.peg.2772,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.2773,0,0,9.34396,0,0,0,11.7361,0,0,Uncharacterized MFS-type transporter STM2812
fig|511145.12.peg.2805,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.2817,45.3351,53.4245,2.31573,1.35029,3.47683,0,0,0,947193,Formate hydrogenlyase regulatory protein HycA
fig|511145.12.peg.2814,15.9491,5.40197,0,1.04858,0,0.941926,0,0,948994,Formate hydrogenlyase subunit 4
fig|511145.12.peg.2816,53.0527,35.7106,0,1.8204,0,0,0,0,948002,Formate hydrogenlyase subunit 2
fig|511145.12.peg.2825,0,0,0,0,0,0,0,0,0,Uncharacterized protein YpaA
fig|511145.12.peg.2837,89.6991,28.8037,0,0,75.922,29.7197,52.9389,0,0,hypothetical protein
fig|511145.12.peg.2850,0,0,0,0,45.2062,0,0,0,0,hypothetical protein
fig|511145.12.peg.2865,5.65825,0,0,4.87363,27.1125,16.347,5.4087,0,945120,Ferredoxin-like protein YgcO
fig|511145.12.peg.2871,0.847463,0.897592,0,0,0,0.867816,0,0,947232,Uncharacterized oxidoreductase YgcW
fig|511145.12.peg.2869,1.50411,0.760417,0,0,1.39155,0.58283,0.732013,0,947238,Inner membrane metabolite transport protein YgcS
fig|511145.12.peg.2874,0,0,0,0,0,46.5149,0,0,0,hypothetical protein
fig|511145.12.peg.2875,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.2877,0,0,0,0,0,0,0,0,7751618,hypothetical protein
fig|511145.12.peg.2889,0.271061,1.15427,0.986661,0.795834,1.61514,1.11486,0.296737,0,947265,D-glucarate transporter
fig|511145.12.peg.2901,2.35325,3.43071,0,3.19469,2.1354,2.46777,2.87165,0,947487,Fucose permease
fig|511145.12.peg.2913,0,0,127.887,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.2947,0,0,0,0,0,0,0,0,7751637,hypothetical protein
fig|511145.12.peg.2948,0,0,2.50167,0,1.63814,1.3315,3.11072,0,946986,Uncharacterized protein YgeG
fig|511145.12.peg.2950,0,19.5123,31.7307,16.3918,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.2951,0,0,36.4254,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.2952,0,0,3.8764,2.14052,0,4.32339,0,0,2847705,Putative uncharacterized protein YgeN
fig|511145.12.peg.2981,53.263,0,0,0,0,0,0,0,7751638,hypothetical protein
fig|511145.12.peg.2992,51.4243,148.403,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3010,0,0,0,0,8.76284,0,7.2432,0,946707,Putative uncharacterized protein YqfE
fig|511145.12.peg.3028,0,0,0,0,0,3.54655,0,0,945125,"PTS system, mannitol-specific cryptic IIA component (EC 2.7.1.197)"
fig|511145.12.peg.3025,2.82567,3.88729,0,0.503171,3.0762,0,0.66728,0,947410,"Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)"
fig|511145.12.peg.3034,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3043,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3059,33.3277,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3066,11.6241,10.5791,17.3016,12.8515,17.6451,15.8785,2.14482,0,947470,Hypothetical lipoprotein yghG precursor
fig|511145.12.peg.3081,1.47292,4.98335,0,3.66756,0,0,1.42063,0,947477,"Conserved protein YghT, with nucleoside triphosphate hydrolase domain"
fig|511145.12.peg.3082,1.78199,0,2.41525,2.3434,0.511501,0.430523,1.10214,0,947475,Low-affinity inorganic phosphate transporter
fig|511145.12.peg.3095,9.70593,59.4503,9.86166,0,0,5.87924,0,0,0,Dienelactone hydrolase family protein
fig|511145.12.peg.3096,0,0,0,0,0,0,19.2257,0,0,Dienelactone hydrolase family protein
fig|511145.12.peg.3105,0,24.8934,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3109,4.78195,0,14.5589,4.09328,10.8661,13.5548,13.9176,0,946832,Uncharacterized lipoprotein YqhH
fig|511145.12.peg.3154,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3161,0,143.273,0,0,0,0,63.0181,0,0,hypothetical protein
fig|511145.12.peg.3168,0,5.95973,0,0,0,2.87292,11.0799,0,946251,tRNA-binding protein YgjH
fig|511145.12.peg.3172,1.55219,0,1.07942,1.25395,0.682536,1.1792,0.725551,0,947579,"Inner membrane permease YgjI, clustered with evolved beta-galactosidase"
fig|511145.12.peg.3175,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3171,0,0,0,7.90807,0,3.23346,0,0,947581,"Evolved beta-D-galactosidase, beta subunit"
fig|511145.12.peg.3200,0,0,0,7.34455,12.7767,3.48131,0,0,947612,Inner membrane protein YhaI
fig|511145.12.peg.3211,0,0.874676,0,0.621857,0,0,1.49518,0,947633,"Threonine dehydratase, catabolic (EC 4.3.1.19) @ L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17)"
fig|511145.12.peg.3213,0,0,0,0,0,0,0,0,944907,Threonine catabolic operon transcriptional activator TdcR
fig|511145.12.peg.3214,2.35749,0,0,2.07539,1.16546,1.90611,1.10088,0,947705,Uncharacterized protein YhaB
fig|511145.12.peg.3216,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3221,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3228,0,0,0,0,0,0,0,0,0,"PTS system, N-acetylgalactosamine-specific IIC component"
fig|511145.12.peg.3233,0,1.29216,0,0,1.9097,0,0,0,947653,"PTS system, galactosamine-specific IIB component"
fig|511145.12.peg.3234,1.23973,1.34073,1.57873,0.922356,4.34209,2.82959,1.15192,0,947652,"PTS system, galactosamine-specific IIC component"
fig|511145.12.peg.3235,0,1.20384,0,2.59511,1.01918,0,3.12655,0,947649,"PTS system, galactosamine-specific IID component"
fig|511145.12.peg.3238,1.81216,0,4.72434,2.77513,0.841551,3.48412,0.818273,0,947657,Probable fimbrial chaperone YraI
fig|511145.12.peg.3276,0,0,0,0,0,0,0,0,0,Possibly bogus hypothetical protein in a repeated sequence element
fig|511145.12.peg.3306,0,0,0,0,0,0,72.458,0,0,hypothetical protein
fig|511145.12.peg.3314,0,0,0,22.501,0,0,24.4117,0,4056032,hypothetical protein
fig|511145.12.peg.3318,13.242,3.76083,1.79865,8.85955,8.14017,2.0219,4.59264,0,947757,N-acetylmannosamine kinase (EC 2.7.1.60)
fig|511145.12.peg.3352,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3362,0,0,0,0,0,0,0,0,947700,Uncharacterized protein YhdU
fig|511145.12.peg.3366,15.7498,16.2535,12.3852,33.6732,0,7.55148,7.45079,0,947767,Uncharacterized membrane protein YhdV
fig|511145.12.peg.3423,0,0,6.78052,0,2.71351,14.384,2.04215,0,947833,General secretion pathway protein I
fig|511145.12.peg.3441,35.1555,48.6018,54.7995,118.68,57.8058,34.1794,43.2674,0,947849,Protein SlyX
fig|511145.12.peg.3454,7.09204,7.71678,10.1514,9.93833,5.00546,7.28114,4.99661,0,947873,"Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)"
fig|511145.12.peg.3463,0,0,0,0,0,23.6358,22.0257,0,947879,Uncharacterized protein YhfL
fig|511145.12.peg.3474,0.691599,0,0,1.09362,0,1.63724,0.6363,0,947889,Uncharacterized alanine racemase domain-containing protein YhfX
fig|511145.12.peg.3486,0,2.54405,7.25425,2.1256,0,3.7901,11.4216,0,947899,Type IV pilus biogenesis protein PilO
fig|511145.12.peg.3497,71.8995,0,67.118,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3508,0,0,0,23.9834,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3535,0,67.6163,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3540,0,0,0,8.39402,0,0,0,0,0,Putative uncharacterized protein YrhA
fig|511145.12.peg.3543,0,0,0,7.52566,9.42127,0,0,0,947948,Uncharacterized protein YrhB
fig|511145.12.peg.3551,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3557,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3591,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3595,0,0,0,0,0,0,0,0,0,Possibly bogus hypothetical protein in a repeated sequence element
fig|511145.12.peg.3603,0,38.5374,0,0,0,0,0,0,5061522,hypothetical protein
fig|511145.12.peg.3608,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3624,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3620,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3639,15.5562,15.8184,23.7777,25.4055,0,45.7085,14.1078,0,0,hypothetical protein
fig|511145.12.peg.3646,0,0,0,19.5037,72.8903,22.6762,20.9457,0,948051,Putative cytoplasmic protein YhjR
fig|511145.12.peg.3650,0,0,0,0,0,0,121.46,0,0,hypothetical protein
fig|511145.12.peg.3658,95.3642,23.3015,39.5152,20.4048,106.048,26.2905,22.4576,0,0,hypothetical protein
fig|511145.12.peg.3670,0,0,0,0,0,0,0,0,5625573,"Toxic component of a type I toxin-antitoxin system, HokA"
fig|511145.12.peg.3692,0,0,3.41052,0,2.29444,0,2.17752,0,948093,"2,3-diketo-L-gulonate TRAP transporter small permease protein yiaM"
fig|511145.12.peg.3702,0,0,0,0,0,0,0,0,948105,GTPase (EC 3.6.1.-)
fig|511145.12.peg.3701,0.665746,2.8439,3.58237,3.04237,2.45189,2.12693,2.50569,0,948106,Inner membrane protein YiaV
fig|511145.12.peg.3696,1.6381,1.71681,0,2.62649,0,1.29743,0,0,948098,3-keto-L-gulonate 6-phosphate decarboxylase homolog
fig|511145.12.peg.3709,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3714,0,0,0,0,0,0,0,0,5625578,hypothetical protein
fig|511145.12.peg.3731,102.81,440.272,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3778,0,0,0,0,0,0,0,0,0,Uncharacterized protein RhuM
fig|511145.12.peg.3782,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3802,15.6015,0,0,0,0,0,0,0,1450301,Maltose-6'-phosphate glucosidase (EC 3.2.1.122)
fig|511145.12.peg.3822,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3831,4.10461,3.42544,4.2135,1.7184,2.44801,2.4856,1.69239,0,948221,Tryptophanase (EC 4.1.99.1)
fig|511145.12.peg.3846,0,0,3.0336,1.18919,0,0.575652,0.691415,0,948235,"Beta-glucoside bgl operon antiterminator, BglG family"
fig|511145.12.peg.3847,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3864,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3912,0,0,0,107.302,0,144.551,0,0,0,hypothetical protein
fig|511145.12.peg.3916,0,0,0,0,0,0,26.9329,0,0,hypothetical protein
fig|511145.12.peg.3931,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.3934,0,0,0,0,0,0,0,0,948344,Inner membrane protein YigG
fig|511145.12.peg.3974,106.611,105.597,82.3755,120.402,71.4852,52.622,88.49,0,0,hypothetical protein
fig|511145.12.peg.3987,0,0.779366,1.8847,1.08698,2.70415,1.6768,1.27587,0,948366,Sulpholipid porin
fig|511145.12.peg.4001,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4002,0,0,29.0691,0,0,8.98857,0,0,948386,Uncharacterized protein YiiE
fig|511145.12.peg.4004,0,0,0,11.8894,0,0,0,0,0,Possibly bogus hypothetical protein in a repeated sequence element
fig|511145.12.peg.4015,0,0,0,0,2.52719,2.13501,4.46062,0,948391,"PTS system, fructose-specific IIA component (EC 2.7.1.202)"
fig|511145.12.peg.4025,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4014,1.21187,5.15981,2.45567,1.88844,0,1.47244,1.11805,0,948390,"PTS system, fructose-specific IIB component (EC 2.7.1.202) / PTS system, fructose-specific IIC component"
fig|511145.12.peg.4026,6.89477,3.36955,13.3518,10.3846,7.41359,5.55702,3.8901,0,948407,2-keto-3-deoxygluconate permease (KDG permease)
fig|511145.12.peg.4033,30.9037,0,50.2452,0,41.7596,31.4332,27.8496,0,0,Possibly bogus hypothetical protein in a repeated sequence element
fig|511145.12.peg.4045,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4057,0,72.9137,118.773,0,0,0,61.8869,0,0,hypothetical protein
fig|511145.12.peg.4061,123.952,123.118,0,0,0,0,35.5559,0,0,hypothetical protein
fig|511145.12.peg.4066,0,18.3924,0,0,0,0,0,0,0,Possibly bogus hypothetical protein in a repeated sequence element
fig|511145.12.peg.4071,5.77438,5.87625,4.62234,2.81315,3.32065,5.57,3.55692,0,948447,"PTS system, fructose-like IIB component FrwB"
fig|511145.12.peg.4074,3.3196,10.8871,4.86621,2.65608,28.9629,2.889,6.16275,0,948452,"PTS system, fructose-like IIB component FrwD"
fig|511145.12.peg.4117,0,0,0,0,59.0068,0,0,0,0,hypothetical protein
fig|511145.12.peg.4122,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4141,0,0,5.99212,5.48178,1.26546,0,0,0,948526,Uncharacterized protein YjbG
fig|511145.12.peg.4154,0,0,0,0,0,0,0,0,0,YjbI protein
fig|511145.12.peg.4153,0,21.4224,0,0,0,37.9148,17.8089,0,0,hypothetical protein
fig|511145.12.peg.4164,0,5.62805,0,0,0,0,0,0,948551,Uncharacterized protein YjbL
fig|511145.12.peg.4166,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4172,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4175,21.3072,0,69.0163,0,55.8299,43.4672,19.1761,0,0,hypothetical protein
fig|511145.12.peg.4188,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4191,0,0,6.84546,0,9.83394,4.0348,4.42221,0,948574,"Inner membrane protein YjcH, clustering with ActP"
fig|511145.12.peg.4200,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4204,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4208,0,0,0,0,0,0,0,0,5061530,Uncharacterized protein YtcA
fig|511145.12.peg.4214,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4217,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4218,2.65052,10.9706,11.0191,26.8276,32.3238,12.3675,7.65744,0,948602,D-allose-6-phosphate isomerase (EC 5.3.1.-) @ Ribose-5-phosphate isomerase B (EC 5.3.1.6)
fig|511145.12.peg.4230,4.04941,1.53225,0,1.9757,0,2.15967,1.24913,0,948617,Transcriptional regulator PhnF
fig|511145.12.peg.4232,2.18698,4.72375,0,1.91234,1.95896,1.69277,2.17263,0,0,Phosphonate ABC transporter permease protein PhnE (TC 3.A.1.9.1)
fig|511145.12.peg.4226,2.40668,0,1.66832,0,2.10433,0,4.47604,0,948606,Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase (EC 4.7.1.1)
fig|511145.12.peg.4227,0,0,0,0.804516,0.959046,0,1.9556,0,948605,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI (EC 2.7.8.37)
fig|511145.12.peg.4228,0,0,0,0,2.0694,0,0,0,948619,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH (EC 2.7.8.37)
fig|511145.12.peg.4234,1.25468,1.35912,1.82348,0,0,0,2.34633,0,948623,Phosphonate ABC transporter ATP-binding protein PhnC (TC 3.A.1.9.1)
fig|511145.12.peg.4235,26.9457,70.5893,0,4.64643,5.35653,7.02585,12.1975,0,948622,Protein PhnB
fig|511145.12.peg.4236,0,0,0,0,0,0,0,0,0,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL (EC 2.7.8.37)
fig|511145.12.peg.4237,0,0,0,0,0,0,0,0,0,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL (EC 2.7.8.37)
fig|511145.12.peg.4238,0,0,0,0,0,14.7525,0,0,0,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL (EC 2.7.8.37)
fig|511145.12.peg.4271,0,0,0,0,0,58.2205,85.6834,0,0,hypothetical protein
fig|511145.12.peg.4280,53.6366,0,84.5255,0,0,0,0,0,2847736,Entericidin A
fig|511145.12.peg.4313,2.25318,0,16.6107,7.20803,6.10499,2.50267,4.28695,0,948704,Uncharacterized protein YjfI
fig|511145.12.peg.4320,9.27067,12.4753,7.27623,7.4998,10.5632,4.33395,14.3526,0,948709,hypothetical protein
fig|511145.12.peg.4326,7.90392,0,0,3.20861,0,0,0,0,948716,"PTS system, ascorbate-specific IIB component (EC 2.7.1.194)"
fig|511145.12.peg.4327,2.07818,0,5.99516,1.66572,2.11873,8.94705,1.92115,0,948715,"PTS system, ascorbate-specific IIA component"
fig|511145.12.peg.4344,10.835,11.6541,23.4036,7.36146,15.3761,2.44672,2.70386,0,948730,Redox-sensing transcriptional regulator QorR
fig|511145.12.peg.4356,31.6238,46.1204,12.2227,26.2081,37.3313,22.852,27.9707,0,948739,Programmed cell death antitoxin ChpS
fig|511145.12.peg.4391,46.4793,45.0391,0,36.7286,0,45.7012,0,0,0,hypothetical protein
fig|511145.12.peg.4399,4.26865,3.0852,0,0,4.44481,4.92365,0,0,946066,Gluconokinase (EC 2.7.1.12)
fig|511145.12.peg.4406,0,0,16.4576,34.6662,0,9.5263,27.4905,0,0,unknown in ISEc8
fig|511145.12.peg.4412,0,0,0,0,0,9.81061,0,0,948810,Uncharacterized MFS-type transporter
fig|511145.12.peg.4417,0,0,10.9346,0,16.0336,0,0,0,5061531,Transposase InsO for insertion sequence element IS911
fig|511145.12.peg.4418,0,0,47.8802,0,0,0,0,0,948818,Putative uncharacterized protein b4286
fig|511145.12.peg.4420,0,0,0,0,0,0,29.3804,0,0,hypothetical protein
fig|511145.12.peg.4428,0,0,0,0,18.1889,42.2307,39.7338,0,0,IS1 protein InsB
fig|511145.12.peg.4446,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4452,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4451,9.94347,9.10863,2.45148,4.25734,1.75053,9.31205,3.0417,0,946843,N-acetylneuraminic acid outer membrane channel protein NanC
fig|511145.12.peg.4468,0,0,0,0,0,0,0,0,0,orf; Unknown function
fig|511145.12.peg.4475,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4479,6.45393,19.0427,0,0,0,0,6.1586,0,0,Hypothetical protein b4563
fig|511145.12.peg.4488,0,15.4736,0,0,0,0,0,0,948903,Uncharacterized protein YjiS
fig|511145.12.peg.4504,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4510,8.25232,3.06522,0,2.25434,10.0959,4.42224,10.163,0,948811,FIG001826: putative inner membrane protein
fig|511145.12.peg.4522,883.99,469.529,0,34.2641,26.675,38.8014,50.6878,0,1450298,UPF0391 membrane protein YtjA
fig|511145.12.peg.4528,0,0,0,0,0,0,0,0,0,hypothetical protein
fig|511145.12.peg.4209,1.14491,2.45252,0,1.7404,0,0.280636,0.694815,0.394099,948597,Putative alkyl/aryl-sulfatase YjcS
fig|511145.12.peg.2363,0,0,0.425913,0.981964,3.99871,3.74814,2.18549,0.410676,946743,"Putative von Willebrand factor, vWF type A domain protein STM2315"
fig|511145.12.peg.1847,2.7163,0.862773,0.483583,1.40162,2.38671,1.50631,0.374766,0.44376,946292,Hypothetical zinc-type alcohol dehydrogenase-like protein YdjJ
fig|511145.12.peg.3484,2.0284,2.67604,1.08366,2.96129,3.18871,1.04491,0.953602,0.473556,947901,Type IV pilus biogenesis protein PilQ
fig|511145.12.peg.728,0.475625,1.05501,0.635577,1.82947,0,0,0.447172,0.477652,946045,Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)
fig|511145.12.peg.3704,6.43528,7.47276,0.617201,1.42146,1.23104,0.712693,1.25375,0.477745,948104,Aldehyde dehydrogenase B (EC 1.2.1.22)
fig|511145.12.peg.337,1.59491,1.77295,1.59292,1.19831,2.25901,0.328361,1.48119,0.483112,944987,Propionate catabolism operon regulatory protein PrpR
fig|511145.12.peg.538,0.395824,2.23371,0,0.275129,0.355766,0,1.09844,0.48963,946298,Membrane protein FdrA
fig|511145.12.peg.645,0.476147,0.523951,1.25371,1.08273,0.43976,0,0.909097,0.516721,945230,Citrate lyase alpha chain (EC 4.1.3.6)
fig|511145.12.peg.1770,0.517538,2.85203,0,0.782996,4.92952,2.52851,1.4395,0.551306,946212,Electron transfer flavoprotein-quinone oxidoreductase YdiS
